"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
MO,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.772,,01/01/2023,12/31/2023
MO,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.687,,01/01/2023,12/31/2023
MO,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.563,,01/01/2023,12/31/2023
MO,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.709,,01/01/2023,12/31/2023
MO,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.633,,01/01/2023,12/31/2023
MO,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.736,,01/01/2023,12/31/2023
MO,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.978,,01/01/2023,12/31/2023
MO,HAI_3_SIR,SSI - Colon Surgery,0.850,,01/01/2023,12/31/2023
MO,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.592,,01/01/2023,12/31/2023
MO,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.094,,01/01/2023,12/31/2023
MO,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.814,,01/01/2023,12/31/2023
MO,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.688,,01/01/2023,12/31/2023
MO,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.910,,01/01/2023,12/31/2023
MO,HAI_5_SIR,MRSA Bacteremia,0.793,,01/01/2023,12/31/2023
MO,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.389,,01/01/2023,12/31/2023
MO,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.444,,01/01/2023,12/31/2023
MO,HAI_6_SIR,Clostridium Difficile (C.Diff),0.416,,01/01/2023,12/31/2023
MP,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,Not Available,5,01/01/2023,12/31/2023
MP,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,Not Available,5,01/01/2023,12/31/2023
MP,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),Not Available,5,01/01/2023,12/31/2023
MP,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,Not Available,5,01/01/2023,12/31/2023
MP,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,Not Available,5,01/01/2023,12/31/2023
MP,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),Not Available,5,01/01/2023,12/31/2023
MP,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,5,01/01/2023,12/31/2023
MP,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,5,01/01/2023,12/31/2023
MP,HAI_3_SIR,SSI - Colon Surgery,Not Available,5,01/01/2023,12/31/2023
MP,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,5,01/01/2023,12/31/2023
MP,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,5,01/01/2023,12/31/2023
MP,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,5,01/01/2023,12/31/2023
MP,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,Not Available,5,01/01/2023,12/31/2023
MP,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,Not Available,5,01/01/2023,12/31/2023
MP,HAI_5_SIR,MRSA Bacteremia,Not Available,5,01/01/2023,12/31/2023
MP,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,Not Available,5,01/01/2023,12/31/2023
MP,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,Not Available,5,01/01/2023,12/31/2023
MP,HAI_6_SIR,Clostridium Difficile (C.Diff),Not Available,5,01/01/2023,12/31/2023
MS,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.743,,01/01/2023,12/31/2023
MS,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.013,,01/01/2023,12/31/2023
MS,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.870,,01/01/2023,12/31/2023
MS,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.534,,01/01/2023,12/31/2023
MS,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.733,,01/01/2023,12/31/2023
MS,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.628,,01/01/2023,12/31/2023
MS,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.790,,01/01/2023,12/31/2023
MS,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.187,,01/01/2023,12/31/2023
MS,HAI_3_SIR,SSI - Colon Surgery,0.974,,01/01/2023,12/31/2023
MS,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.008,,01/01/2023,12/31/2023
MS,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.849,,01/01/2023,12/31/2023
MS,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.381,,01/01/2023,12/31/2023
MS,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.750,,01/01/2023,12/31/2023
MS,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.109,,01/01/2023,12/31/2023
MS,HAI_5_SIR,MRSA Bacteremia,0.916,,01/01/2023,12/31/2023
MS,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.340,,01/01/2023,12/31/2023
MS,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.426,,01/01/2023,12/31/2023
MS,HAI_6_SIR,Clostridium Difficile (C.Diff),0.381,,01/01/2023,12/31/2023
MT,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.153,,01/01/2023,12/31/2023
MT,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.575,,01/01/2023,12/31/2023
MT,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.313,,01/01/2023,12/31/2023
MT,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.414,,01/01/2023,12/31/2023
MT,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.831,,01/01/2023,12/31/2023
MT,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.596,,01/01/2023,12/31/2023
MT,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.638,,01/01/2023,12/31/2023
MT,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.342,,01/01/2023,12/31/2023
MT,HAI_3_SIR,SSI - Colon Surgery,0.941,,01/01/2023,12/31/2023
MT,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.692,,01/01/2023,12/31/2023
MT,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.427,,01/01/2023,12/31/2023
MT,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.362,,01/01/2023,12/31/2023
MT,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.279,,01/01/2023,12/31/2023
MT,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.836,,01/01/2023,12/31/2023
MT,HAI_5_SIR,MRSA Bacteremia,0.501,,01/01/2023,12/31/2023
MT,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.366,,01/01/2023,12/31/2023
MT,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.560,,01/01/2023,12/31/2023
MT,HAI_6_SIR,Clostridium Difficile (C.Diff),0.455,,01/01/2023,12/31/2023
NC,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.791,,01/01/2023,12/31/2023
NC,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.935,,01/01/2023,12/31/2023
NC,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.861,,01/01/2023,12/31/2023
NC,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.619,,01/01/2023,12/31/2023
NC,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.741,,01/01/2023,12/31/2023
NC,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.678,,01/01/2023,12/31/2023
NC,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.919,,01/01/2023,12/31/2023
NC,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.137,,01/01/2023,12/31/2023
NC,HAI_3_SIR,SSI - Colon Surgery,1.024,,01/01/2023,12/31/2023
NC,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.702,,01/01/2023,12/31/2023
NC,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.146,,01/01/2023,12/31/2023
NC,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.904,,01/01/2023,12/31/2023
NC,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.709,,01/01/2023,12/31/2023
NC,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.879,,01/01/2023,12/31/2023
NC,HAI_5_SIR,MRSA Bacteremia,0.791,,01/01/2023,12/31/2023
NC,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.317,,01/01/2023,12/31/2023
NC,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.357,,01/01/2023,12/31/2023
NC,HAI_6_SIR,Clostridium Difficile (C.Diff),0.336,,01/01/2023,12/31/2023
ND,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.262,,01/01/2023,12/31/2023
ND,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.633,,01/01/2023,12/31/2023
ND,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.417,,01/01/2023,12/31/2023
ND,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.176,,01/01/2023,12/31/2023
ND,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.488,,01/01/2023,12/31/2023
ND,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.302,,01/01/2023,12/31/2023
ND,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.549,,01/01/2023,12/31/2023
ND,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.299,,01/01/2023,12/31/2023
ND,HAI_3_SIR,SSI - Colon Surgery,0.864,,01/01/2023,12/31/2023
ND,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.304,,01/01/2023,12/31/2023
ND,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,5.897,,01/01/2023,12/31/2023
ND,HAI_4_SIR,SSI - Abdominal Hysterectomy,2.981,,01/01/2023,12/31/2023
ND,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.324,,01/01/2023,12/31/2023
ND,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.900,,01/01/2023,12/31/2023
ND,HAI_5_SIR,MRSA Bacteremia,0.558,,01/01/2023,12/31/2023
ND,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.269,,01/01/2023,12/31/2023
ND,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.444,,01/01/2023,12/31/2023
ND,HAI_6_SIR,Clostridium Difficile (C.Diff),0.348,,01/01/2023,12/31/2023
NE,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.467,,01/01/2023,12/31/2023
NE,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.824,,01/01/2023,12/31/2023
NE,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.627,,01/01/2023,12/31/2023
NE,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.706,,01/01/2023,12/31/2023
NE,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.101,,01/01/2023,12/31/2023
NE,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.887,,01/01/2023,12/31/2023
NE,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.886,,01/01/2023,12/31/2023
NE,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.436,,01/01/2023,12/31/2023
NE,HAI_3_SIR,SSI - Colon Surgery,1.136,,01/01/2023,12/31/2023
NE,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.432,,01/01/2023,12/31/2023
NE,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.294,,01/01/2023,12/31/2023
NE,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.776,,01/01/2023,12/31/2023
NE,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.483,,01/01/2023,12/31/2023
NE,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.906,,01/01/2023,12/31/2023
NE,HAI_5_SIR,MRSA Bacteremia,0.669,,01/01/2023,12/31/2023
NE,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.500,,01/01/2023,12/31/2023
NE,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.635,,01/01/2023,12/31/2023
NE,HAI_6_SIR,Clostridium Difficile (C.Diff),0.564,,01/01/2023,12/31/2023
NH,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.411,,01/01/2023,12/31/2023
NH,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.800,,01/01/2023,12/31/2023
NH,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.581,,01/01/2023,12/31/2023
NH,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.631,,01/01/2023,12/31/2023
NH,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.009,,01/01/2023,12/31/2023
NH,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.803,,01/01/2023,12/31/2023
NH,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.653,,01/01/2023,12/31/2023
NH,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.258,,01/01/2023,12/31/2023
NH,HAI_3_SIR,SSI - Colon Surgery,0.919,,01/01/2023,12/31/2023
NH,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.225,,01/01/2023,12/31/2023
NH,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.712,,01/01/2023,12/31/2023
NH,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.710,,01/01/2023,12/31/2023
NH,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.374,,01/01/2023,12/31/2023
NH,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.868,,01/01/2023,12/31/2023
NH,HAI_5_SIR,MRSA Bacteremia,0.583,,01/01/2023,12/31/2023
NH,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.487,,01/01/2023,12/31/2023
NH,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.655,,01/01/2023,12/31/2023
NH,HAI_6_SIR,Clostridium Difficile (C.Diff),0.566,,01/01/2023,12/31/2023
NJ,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.509,,01/01/2023,12/31/2023
NJ,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.661,,01/01/2023,12/31/2023
NJ,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.581,,01/01/2023,12/31/2023
NJ,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.503,,01/01/2023,12/31/2023
NJ,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.644,,01/01/2023,12/31/2023
NJ,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.570,,01/01/2023,12/31/2023
NJ,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.698,,01/01/2023,12/31/2023
NJ,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.935,,01/01/2023,12/31/2023
NJ,HAI_3_SIR,SSI - Colon Surgery,0.810,,01/01/2023,12/31/2023
NJ,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.801,,01/01/2023,12/31/2023
NJ,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.336,,01/01/2023,12/31/2023
NJ,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.043,,01/01/2023,12/31/2023
NJ,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.612,,01/01/2023,12/31/2023
NJ,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.808,,01/01/2023,12/31/2023
NJ,HAI_5_SIR,MRSA Bacteremia,0.705,,01/01/2023,12/31/2023
NJ,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.356,,01/01/2023,12/31/2023
NJ,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.406,,01/01/2023,12/31/2023
NJ,HAI_6_SIR,Clostridium Difficile (C.Diff),0.380,,01/01/2023,12/31/2023
NM,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.350,,01/01/2023,12/31/2023
NM,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.687,,01/01/2023,12/31/2023
NM,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.497,,01/01/2023,12/31/2023
NM,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.445,,01/01/2023,12/31/2023
NM,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.746,,01/01/2023,12/31/2023
NM,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.581,,01/01/2023,12/31/2023
NM,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.428,,01/01/2023,12/31/2023
NM,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.900,,01/01/2023,12/31/2023
NM,HAI_3_SIR,SSI - Colon Surgery,0.631,,01/01/2023,12/31/2023
NM,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.981,,01/01/2023,12/31/2023
NM,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.635,,01/01/2023,12/31/2023
NM,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.658,,01/01/2023,12/31/2023
NM,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.453,,01/01/2023,12/31/2023
NM,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.941,,01/01/2023,12/31/2023
NM,HAI_5_SIR,MRSA Bacteremia,0.664,,01/01/2023,12/31/2023
NM,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.596,,01/01/2023,12/31/2023
NM,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.749,,01/01/2023,12/31/2023
NM,HAI_6_SIR,Clostridium Difficile (C.Diff),0.669,,01/01/2023,12/31/2023
NV,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.619,,01/01/2023,12/31/2023
NV,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.863,,01/01/2023,12/31/2023
NV,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.733,,01/01/2023,12/31/2023
NV,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.340,,01/01/2023,12/31/2023
NV,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.531,,01/01/2023,12/31/2023
NV,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.428,,01/01/2023,12/31/2023
NV,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.723,,01/01/2023,12/31/2023
NV,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.159,,01/01/2023,12/31/2023
NV,HAI_3_SIR,SSI - Colon Surgery,0.922,,01/01/2023,12/31/2023
NV,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.459,,01/01/2023,12/31/2023
NV,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.440,,01/01/2023,12/31/2023
NV,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.847,,01/01/2023,12/31/2023
NV,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.552,,01/01/2023,12/31/2023
NV,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.883,,01/01/2023,12/31/2023
NV,HAI_5_SIR,MRSA Bacteremia,0.703,,01/01/2023,12/31/2023
NV,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.232,,01/01/2023,12/31/2023
NV,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.304,,01/01/2023,12/31/2023
NV,HAI_6_SIR,Clostridium Difficile (C.Diff),0.266,,01/01/2023,12/31/2023
NY,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.726,,01/01/2023,12/31/2023
NY,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.823,,01/01/2023,12/31/2023
NY,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.774,,01/01/2023,12/31/2023
NY,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.576,,01/01/2023,12/31/2023
NY,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.654,,01/01/2023,12/31/2023
NY,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.614,,01/01/2023,12/31/2023
NY,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.772,,01/01/2023,12/31/2023
NY,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.940,,01/01/2023,12/31/2023
NY,HAI_3_SIR,SSI - Colon Surgery,0.853,,01/01/2023,12/31/2023
NY,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.846,,01/01/2023,12/31/2023
NY,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.257,,01/01/2023,12/31/2023
NY,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.036,,01/01/2023,12/31/2023
NY,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.781,,01/01/2023,12/31/2023
NY,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.914,,01/01/2023,12/31/2023
NY,HAI_5_SIR,MRSA Bacteremia,0.846,,01/01/2023,12/31/2023
NY,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.406,,01/01/2023,12/31/2023
NY,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.439,,01/01/2023,12/31/2023
NY,HAI_6_SIR,Clostridium Difficile (C.Diff),0.422,,01/01/2023,12/31/2023
OH,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.710,,01/01/2023,12/31/2023
OH,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.845,,01/01/2023,12/31/2023
OH,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.775,,01/01/2023,12/31/2023
OH,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.444,,01/01/2023,12/31/2023
OH,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.538,,01/01/2023,12/31/2023
OH,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.489,,01/01/2023,12/31/2023
OH,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,1.106,,01/01/2023,12/31/2023
OH,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.318,,01/01/2023,12/31/2023
OH,HAI_3_SIR,SSI - Colon Surgery,1.209,,01/01/2023,12/31/2023
OH,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.876,,01/01/2023,12/31/2023
OH,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.319,,01/01/2023,12/31/2023
OH,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.081,,01/01/2023,12/31/2023
OH,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.805,,01/01/2023,12/31/2023
OH,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.985,,01/01/2023,12/31/2023
OH,HAI_5_SIR,MRSA Bacteremia,0.892,,01/01/2023,12/31/2023
OH,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.444,,01/01/2023,12/31/2023
OH,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.491,,01/01/2023,12/31/2023
OH,HAI_6_SIR,Clostridium Difficile (C.Diff),0.467,,01/01/2023,12/31/2023
OK,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.617,,01/01/2023,12/31/2023
